veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
0.48,0.9089664613,0,0,0,SEDAN,4,F,C,2
3.3,0.9062286105,1,1,2349.3499985,STNWG,2,M,A,5
1.49,0.9089664613,0,0,0,SEDAN,3,M,E,6
1.55,0.6598220397,0,0,0,HDTOP,4,M,C,6
6.18,0.0273785079,0,0,0,CONVT,4,M,A,4
0.62,0.9089664613,1,1,367.72999954,STNWG,4,M,C,6
1.3,0.2245037645,0,0,0,HBACK,2,F,A,2
1.77,0.0876112252,0,0,0,HBACK,3,M,B,6
6.56,0.9089664613,0,0,0,STNWG,1,F,E,5
1.85,0.9062286105,0,0,0,SEDAN,2,M,B,5
1.05,0.9062286105,0,0,0,HBACK,2,F,E,6
0.91,0.9117043121,0,0,0,SEDAN,4,F,F,5
1.51,0.9117043121,0,0,0,STNWG,4,M,B,4
1.46,0.2217659138,0,0,0,HBACK,1,F,A,1
5.08,0.0848733744,0,0,0,HDTOP,1,M,E,4
4.09,0.9062286105,0,0,0,STNWG,2,M,B,4
0.44,0.0930869268,0,0,0,SEDAN,4,M,D,5
4.11,0.8952772074,0,0,0,STNWG,3,F,C,3
3.1,0.9993155373,0,0,0,STNWG,3,M,D,4
2.16,0.9062286105,0,0,0,SEDAN,1,F,A,4
1.7,0.4818617385,0,0,0,SEDAN,2,F,F,6
0.6,0.0930869268,0,0,0,SEDAN,4,F,A,6
0.86,0.9062286105,0,0,0,SEDAN,4,M,E,4
2.54,0.9089664613,0,0,0,STNWG,3,M,B,4
2.2,0.9117043121,0,0,0,SEDAN,2,M,D,6
0.78,0.2792607803,0,0,0,HBACK,4,F,C,4
1.63,0.8898015058,0,0,0,STNWG,4,M,C,4
3,0.0027378508,0,0,0,HDTOP,1,M,B,1
0.89,0.0958247775,0,0,0,SEDAN,4,F,E,2
0.9,0.9117043121,0,0,0,HBACK,4,M,A,5
3.96,0.2245037645,0,0,0,STNWG,2,M,E,2
0.95,0.0273785079,0,0,0,SEDAN,3,F,A,2
1.74,0.9062286105,0,0,0,HBACK,2,F,B,3
1.89,0.9117043121,0,0,0,UTE,3,M,E,5
1.51,0.9993155373,0,0,0,HBACK,3,F,C,4
1.64,0.8925393566,0,0,0,SEDAN,2,M,B,6
1.74,0.9062286105,0,0,0,SEDAN,2,F,A,6
0.54,0.9117043121,0,0,0,SEDAN,4,F,D,6
1.2,0.9117043121,0,0,0,SEDAN,3,F,A,4
1.29,0.9089664613,0,0,0,SEDAN,3,M,D,6
1.92,0.9062286105,0,0,0,HDTOP,4,M,A,1
4.18,0.848733744,0,0,0,STNWG,2,F,A,5
1.74,0.0930869268,0,0,0,HBACK,2,M,A,4
0.39,0.9089664613,0,0,0,HBACK,4,F,C,5
1.89,0.9089664613,0,0,0,PANVN,2,M,C,5
0.37,0.848733744,0,0,0,HBACK,4,F,B,5
1.6835,0.5749486653,0,0,0,HBACK,1,M,E,1
1.6,0.9117043121,0,0,0,SEDAN,3,F,A,4
4.09,0.9117043121,0,0,0,STNWG,2,F,F,3
0.84,0.9062286105,0,0,0,SEDAN,3,M,A,3
1.39,0.6078028747,0,0,0,STNWG,4,F,D,4
1.03,0.9089664613,0,0,0,HBACK,4,F,B,4
1.29,0.0876112252,0,0,0,SEDAN,3,F,A,2
0.62,0.9089664613,0,0,0,STNWG,4,M,B,3
0.99,0.9993155373,0,0,0,TRUCK,4,M,C,5
1.76,0.5420944559,0,0,0,SEDAN,2,F,C,6
2.91,0.6598220397,0,0,0,STNWG,1,M,B,5
0.84,0.2245037645,0,0,0,SEDAN,3,F,C,3
4.3,0.3422313484,0,0,0,STNWG,3,M,A,4
1.24,0.9089664613,0,0,0,HBACK,3,F,B,3
0.41,0.9089664613,0,0,0,SEDAN,4,M,B,3
1.37,0.0985626283,0,0,0,HBACK,1,F,A,3
1.57,0.1177275838,0,0,0,HBACK,2,F,C,4
1.71,0.4544832307,0,0,0,STNWG,3,M,D,6
1.28,0.9117043121,0,0,0,STNWG,3,F,C,4
0.89,0.720054757,0,0,0,SEDAN,3,F,D,5
2.44,0.9993155373,0,0,0,SEDAN,1,M,A,4
1.45,0.3367556468,0,0,0,SEDAN,3,F,B,5
0.39,0.9117043121,0,0,0,SEDAN,4,M,E,5
1.07,0.0958247775,0,0,0,HBACK,3,M,A,1
2.389,0.0410677618,0,0,0,HBACK,1,M,B,3
0.8,0.9089664613,0,0,0,PANVN,4,F,B,4
0.78,0.3039014374,0,0,0,STNWG,4,F,A,4
0.6,0.0684462697,0,0,0,HBACK,4,M,B,4
0.6,0.0930869268,0,0,0,SEDAN,4,M,A,6
1.67,0.9089664613,0,0,0,STNWG,4,M,B,5
1.9,0.0876112252,0,0,0,STNWG,2,M,C,5
2.33,0.643394935,0,0,0,SEDAN,1,F,A,3
1.43,0.9062286105,0,0,0,SEDAN,3,F,B,5
0.41,0.9062286105,0,0,0,HBACK,4,F,B,2
1.3,0.1724845996,0,0,0,HBACK,2,F,C,5
4.09,0.8076659822,0,0,0,UTE,1,F,C,5
0.82,0.9117043121,0,0,0,HBACK,3,M,C,4
1.51,0.9117043121,0,0,0,HBACK,3,M,D,3
0.8,0.1697467488,0,0,0,HBACK,3,M,C,3
2.51,0.4654346338,0,0,0,HBACK,1,M,C,4
1.57,0.9117043121,0,0,0,HBACK,2,F,A,4
0.57,0.9089664613,0,0,0,PANVN,4,F,C,1
0.51,0.9062286105,0,0,0,HBACK,4,M,B,6
0.73,0.4572210814,0,0,0,SEDAN,4,F,B,2
0.72,0.5256673511,0,0,0,HBACK,3,F,A,3
0.39,0.9062286105,0,0,0,SEDAN,4,M,B,6
3.4,0.5256673511,0,0,0,STNWG,2,M,C,3
0.92,0.7529089665,0,0,0,SEDAN,4,F,E,5
2.234,0.5256673511,0,0,0,SEDAN,1,F,C,1
1.67,0.2245037645,0,0,0,HDTOP,4,M,F,3
2.94,0.1943874059,0,0,0,SEDAN,1,M,B,4
0.41,0.9062286105,0,0,0,STNWG,4,M,B,3
1.85,0.9062286105,0,0,0,SEDAN,2,M,B,6
0.71,0.2354551677,0,0,0,HBACK,4,F,D,2
0.82,0.9117043121,0,0,0,HBACK,4,F,A,3
3.14,0.9117043121,0,0,0,STNWG,3,M,A,4
2.05,0.9117043121,0,0,0,STNWG,3,F,B,4
1.54,0.9117043121,0,0,0,SEDAN,2,F,C,1
2.39,0.9089664613,0,0,0,STNWG,3,F,C,3
0.99,0.9062286105,0,0,0,SEDAN,3,F,E,5
1.06,0.9062286105,0,0,0,HBACK,3,F,A,4
2.77,0.7857631759,0,0,0,STNWG,3,F,C,5
2.64,0.5256673511,1,1,462.69999886,UTE,2,F,C,1
1.29,0.9062286105,0,0,0,SEDAN,3,M,D,5
2.01,0.9062286105,0,0,0,SEDAN,2,F,D,3
1.48,0.9062286105,0,0,0,SEDAN,2,F,E,6
1.51,0.1040383299,0,0,0,STNWG,4,F,B,4
1.06,0.9062286105,0,0,0,STNWG,3,M,B,3
7.199,0.9993155373,1,1,782.3599987,STNWG,1,F,C,1
1.03,0.9117043121,0,0,0,HBACK,4,F,C,4
0.31,0.3422313484,0,0,0,HBACK,4,F,C,5
2.81,0.9089664613,0,0,0,STNWG,2,F,A,4
1.3,0.9089664613,0,0,0,SEDAN,3,M,C,3
4.31,0.7446954141,0,0,0,STNWG,2,F,F,2
1.96,0.9089664613,0,0,0,SEDAN,2,F,B,3
0.73,0.1232032854,0,0,0,SEDAN,4,F,E,4
1.73,0.9993155373,0,0,0,HBACK,1,F,C,5
1.36,0.9062286105,0,0,0,SEDAN,3,M,B,3
1.87,0.9993155373,0,0,0,SEDAN,2,F,A,4
1.65,0.0876112252,1,1,353.76999998,STNWG,4,M,C,5
1.43,0.2464065708,0,0,0,UTE,3,M,A,2
6.51,0.2464065708,0,0,0,STNWG,1,M,A,3
0.51,0.9117043121,1,1,2494.5999985,HBACK,4,F,B,6
0.5,0.9062286105,0,0,0,HBACK,4,M,A,6
1.02,0.9117043121,0,0,0,HBACK,3,F,B,5
0.58,0.9117043121,0,0,0,SEDAN,4,M,C,4
2.29,0.0684462697,0,0,0,SEDAN,1,M,C,4
2.32,0.1478439425,0,0,0,STNWG,3,M,C,6
0.69,0.1478439425,0,0,0,PANVN,4,M,A,6
4.23,0.2217659138,0,0,0,STNWG,1,F,A,2
3.3,0.1259411362,0,0,0,SEDAN,1,M,D,6
1.76,0.1478439425,0,0,0,UTE,2,M,D,5
3.4,0.3093771389,0,0,0,STNWG,2,M,A,4
1.01,0.0930869268,0,0,0,STNWG,4,F,C,3
0.54,0.2984257358,0,0,0,HBACK,4,M,C,2
0.39,0.9062286105,0,0,0,SEDAN,4,F,B,2
0.84,0.9062286105,0,0,0,SEDAN,4,M,A,3
1.29,0.052019165,0,0,0,SEDAN,3,M,B,3
2.92,0.0930869268,0,0,0,STNWG,2,F,A,5
2.98,0.9089664613,0,0,0,UTE,1,M,E,3
1.749,0.4134154689,1,1,13589.789948,HBACK,1,F,A,2
0.97,0.1478439425,0,0,0,SEDAN,3,F,A,5
1.23,0.9117043121,0,0,0,SEDAN,4,F,B,6
0.67,0.1478439425,0,0,0,HBACK,3,M,C,2
0.69,0.1478439425,0,0,0,SEDAN,4,F,D,6
0.84,0.925393566,0,0,0,HBACK,4,F,A,4
1.32,0.1478439425,0,0,0,STNWG,4,F,D,6
3.57,0.9089664613,0,0,0,UTE,2,M,E,6
2.97,0.9089664613,0,0,0,SEDAN,1,F,C,6
6.64,0.0054757016,0,0,0,STNWG,1,M,A,3
0.31,0.2245037645,0,0,0,HBACK,4,M,D,5
0.44,0.9089664613,0,0,0,STNWG,4,M,B,3
0.91,0.8514715948,0,0,0,HBACK,3,F,A,3
0.43,0.5639972621,0,0,0,HBACK,4,M,C,4
0.82,0.2245037645,0,0,0,UTE,4,M,E,1
1.2,0.090349076,0,0,0,HBACK,2,M,C,4
1.15,0.3394934976,0,0,0,STNWG,4,F,B,3
1.11,0.1478439425,0,0,0,SEDAN,4,F,C,4
1.51,0.9089664613,0,0,0,STNWG,4,M,E,1
1.36,0.925393566,0,0,0,STNWG,4,M,B,4
1.02,0.2245037645,0,0,0,PANVN,4,M,C,4
1.71,0.1478439425,0,0,0,SEDAN,2,M,A,6
0.84,0.9062286105,0,0,0,SEDAN,3,M,C,6
0.45,0.1478439425,0,0,0,SEDAN,4,M,C,5
0.98,0.9062286105,0,0,0,SEDAN,3,M,A,6
2.23,0.1478439425,0,0,0,HBACK,1,M,A,6
1.22,0.1478439425,0,0,0,STNWG,4,M,A,5
2.42,0.1478439425,0,0,0,STNWG,3,F,A,3
1.45,0.1806981519,0,0,0,STNWG,4,M,C,2
2.1,0.0273785079,0,0,0,TRUCK,2,F,F,4
1.03,0.1478439425,0,0,0,STNWG,3,F,A,5
1.64,0.0273785079,0,0,0,STNWG,4,F,C,4
1.63,0.5256673511,0,0,0,HBACK,2,M,C,4
1.15,0.9062286105,0,0,0,STNWG,3,M,D,5
1.35,0.0930869268,0,0,0,STNWG,4,M,C,4
0.85,0.1478439425,0,0,0,SEDAN,3,F,A,6
2.09,0.1478439425,0,0,0,STNWG,3,F,F,5
1.45,0.1478439425,0,0,0,UTE,4,M,D,5
1.29,0.1478439425,0,0,0,SEDAN,3,F,A,5
1.54,0.7529089665,0,0,0,SEDAN,3,F,B,4
1.4,0.9171800137,0,0,0,SEDAN,3,F,D,4
1.95,0.9089664613,0,0,0,SEDAN,1,F,B,4
0.8,0.1478439425,0,0,0,UTE,4,M,D,4
1.63,0.2546201232,0,0,0,HDTOP,3,F,C,3
1.51,0.090349076,0,0,0,SEDAN,3,F,C,4
1.16,0.9117043121,0,0,0,STNWG,4,M,A,3
3.46,0.2381930185,0,0,0,SEDAN,2,M,C,4
1.09,0.5174537988,0,0,0,STNWG,4,F,E,4
1.64,0.0109514031,0,0,0,SEDAN,2,F,A,5
1.88,0.090349076,0,0,0,STNWG,3,F,D,2
1.16,0.0876112252,0,0,0,MIBUS,4,F,A,3
3.23,0.9117043121,0,0,0,STNWG,3,F,B,3
1.16,0.8514715948,0,0,0,UTE,4,M,A,2
0.72,0.9117043121,0,0,0,HBACK,4,F,A,5
1.65,0.9034907598,0,0,0,STNWG,4,M,C,3
1.97,0.0164271047,0,0,0,SEDAN,2,F,A,4
1.32,0.1478439425,0,0,0,STNWG,4,F,D,2
4.28,0.7529089665,0,0,0,STNWG,1,M,A,3
1.17,0.2245037645,0,0,0,STNWG,4,M,E,1
1.64,0.925393566,0,0,0,SEDAN,2,M,C,4
2.39,0.9089664613,1,1,2981.8099976,HDTOP,2,M,C,4
1.28,0.9117043121,0,0,0,STNWG,4,F,F,3
0.45,0.3449691992,0,0,0,SEDAN,4,M,B,6
0.44,0.9089664613,0,0,0,STNWG,4,F,B,5
0.97,0.1478439425,0,0,0,SEDAN,3,F,C,4
2.5,0.7529089665,0,0,0,SEDAN,1,M,A,3
2.81,0.9089664613,0,0,0,STNWG,3,M,C,4
3.59,0.8843258042,1,1,231.96000004,SEDAN,4,F,A,4
1.57,0.1478439425,0,0,0,HDTOP,4,M,C,5
1.49,0.9062286105,0,0,0,SEDAN,3,F,E,4
0.77,0.1478439425,0,0,0,SEDAN,4,F,C,5
1.76,0.090349076,0,0,0,HBACK,2,M,D,5
2.27,0.0219028063,0,0,0,SEDAN,2,F,C,6
1.72,0.1478439425,0,0,0,SEDAN,2,M,A,5
1.76,0.7392197125,0,0,0,HDTOP,3,F,B,4
3.57,0.9089664613,0,0,0,UTE,2,M,E,5
0.73,0.9062286105,0,0,0,SEDAN,4,M,C,5
0.4,0.9117043121,0,0,0,SEDAN,4,F,C,4
1.46,0.720054757,0,0,0,MIBUS,3,F,B,2
3.48,0.4435318275,0,0,0,SEDAN,1,F,B,3
1.43,0.9062286105,0,0,0,HDTOP,4,M,D,2
0.78,0.2354551677,0,0,0,HBACK,3,F,C,3
1.29,0.8514715948,0,0,0,SEDAN,3,F,C,2
1.36,0.9062286105,0,0,0,TRUCK,3,M,D,4
2.01,0.8569472964,0,0,0,SEDAN,1,F,F,5
1.01,0.0930869268,0,0,0,STNWG,4,F,C,6
0.88,0.9062286105,0,0,0,HBACK,3,F,C,4
1.39,0.3422313484,0,0,0,HBACK,3,M,C,4
1.36,0.925393566,0,0,0,HBACK,2,F,A,4
2.52,0.3230663929,0,0,0,STNWG,3,F,C,1
3.02,0.9062286105,0,0,0,STNWG,3,M,B,5
1.83,0.5448323066,0,0,0,STNWG,4,M,B,3
0.73,0.9062286105,0,0,0,SEDAN,4,M,B,3
0.62,0.1478439425,0,0,0,SEDAN,4,F,A,5
1.54,0.2381930185,0,0,0,SEDAN,1,F,A,1
2.12,0.9062286105,0,0,0,STNWG,3,F,B,3
1.06,0.9062286105,0,0,0,HBACK,3,F,B,5
0.44,0.9226557153,0,0,0,SEDAN,4,M,A,4
1.11,0.9062286105,1,1,200,HBACK,3,F,A,6
1.36,0.9062286105,0,0,0,STNWG,4,M,B,2
3.04,0.9993155373,0,0,0,TRUCK,3,M,E,4
3.43,0.2245037645,0,0,0,UTE,1,F,C,1
2.23,0.7310061602,0,0,0,HBACK,1,F,B,3
1.23,0.8514715948,0,0,0,HBACK,2,M,C,5
0.71,0.1478439425,0,0,0,HBACK,3,M,C,4
1.08,0.8514715948,0,0,0,SEDAN,3,F,D,6
2,0.9062286105,0,0,0,HBACK,2,F,A,4
1.64,0.2464065708,0,0,0,STNWG,4,M,F,4
2.76,0.9062286105,0,0,0,STNWG,1,F,C,5
1.55,0.1478439425,0,0,0,HDTOP,3,M,A,5
0.96,0.1423682409,0,0,0,STNWG,3,M,C,5
4.9,0.1533196441,0,0,0,SEDAN,1,F,B,5
1.74,0.090349076,0,0,0,HBACK,2,F,E,1
2.14,0.0273785079,0,0,0,STNWG,3,M,B,3
1.92,0.1478439425,0,0,0,SEDAN,1,F,C,4
1.45,0.9993155373,0,0,0,TRUCK,4,F,C,2
0.6,0.1478439425,0,0,0,STNWG,4,F,D,3
4.349,0.5092402464,0,0,0,UTE,1,M,A,5
2.65,0.1478439425,0,0,0,SEDAN,1,F,D,4
3.08,0.1478439425,0,0,0,STNWG,3,M,D,4
0.9,0.5256673511,0,0,0,HBACK,3,M,A,2
1.53,0.1478439425,0,0,0,SEDAN,2,M,A,6
0.44,0.8514715948,0,0,0,UTE,4,M,D,2
1.72,0.5256673511,0,0,0,STNWG,3,M,C,2
0.67,0.1478439425,0,0,0,STNWG,4,F,A,2
1.1,0.0930869268,0,0,0,SEDAN,4,M,B,4
0.85,0.9117043121,0,0,0,HBACK,3,M,C,4
0.54,0.0574948665,0,0,0,HBACK,4,F,B,5
1.14,0.9117043121,1,2,1043.6999989,SEDAN,3,F,C,4
1.71,0.1478439425,0,0,0,SEDAN,2,F,C,5
1.29,0.9117043121,0,0,0,SEDAN,3,F,B,2
1.21,0.0876112252,0,0,0,HBACK,3,F,C,5
0.41,0.9089664613,0,0,0,HBACK,4,F,B,4
0.93,0.9034907598,0,0,0,HBACK,3,F,A,4
1.8,0.1204654346,0,0,0,SEDAN,1,F,C,3
1.97,0.334017796,0,0,0,STNWG,2,F,A,2
1.61,0.295687885,0,0,0,STNWG,4,M,C,4
2.52,0.9993155373,0,0,0,TRUCK,3,M,E,2
1.48,0.5229295003,0,0,0,HBACK,1,M,A,5
1.1,0.1478439425,0,0,0,STNWG,3,M,F,2
3.64,0.3175906913,0,0,0,STNWG,2,F,F,2
3.72,0.1478439425,0,0,0,STNWG,2,F,D,4
1.52,0.9117043121,0,0,0,SEDAN,2,F,B,4
0.39,0.1478439425,0,0,0,UTE,4,F,A,3
5.61,0.1341546886,0,0,0,COUPE,1,F,B,3
4,0.9993155373,0,0,0,STNWG,3,M,C,4
0.62,0.9117043121,0,0,0,STNWG,4,F,B,6
2.44,0.090349076,0,0,0,STNWG,3,F,A,3
0.73,0.9089664613,0,0,0,SEDAN,4,M,A,6
0.82,0.476386037,0,0,0,UTE,4,M,C,2
3.39,0.219028063,0,0,0,STNWG,2,M,C,2
1.57,0.2245037645,0,0,0,SEDAN,2,F,D,5
3.17,0.0027378508,0,0,0,UTE,1,M,B,1
1.48,0.9089664613,0,0,0,HBACK,2,M,C,3
1.17,0.5256673511,0,0,0,SEDAN,2,M,E,5
1.64,0.9089664613,1,1,1114.1899986,HBACK,2,F,C,4
0.79,0.9089664613,0,0,0,UTE,4,F,B,5
4.229,0.7227926078,0,0,0,UTE,1,F,B,1
1.56,0.9089664613,0,0,0,UTE,3,M,E,5
1.96,0.090349076,0,0,0,HBACK,3,M,E,2
1.62,0.9089664613,0,0,0,SEDAN,3,M,D,4
4.11,0.2464065708,0,0,0,TRUCK,1,M,E,2
2.97,0.2245037645,0,0,0,STNWG,1,F,C,1
1.85,0.9062286105,0,0,0,STNWG,4,F,C,5
1.77,0.2245037645,0,0,0,STNWG,3,F,D,2
2.12,0.4216290212,0,0,0,STNWG,2,M,A,2
1.39,0.5256673511,0,0,0,UTE,3,F,E,2
2.54,0.2245037645,0,0,0,STNWG,3,F,A,3
1.95,0.0739219713,0,0,0,SEDAN,1,F,A,5
1.29,0.0930869268,0,0,0,STNWG,4,M,C,2
1.13,0.0930869268,0,0,0,STNWG,4,F,B,5
2.6065,0.0465434634,0,0,0,UTE,2,M,C,5
0.39,0.9062286105,0,0,0,SEDAN,4,F,A,6
2.96,0.0930869268,0,0,0,STNWG,3,M,E,6
0.6,0.090349076,0,0,0,HBACK,4,M,C,5
1.73,0.9062286105,0,0,0,HBACK,2,F,C,5
2.099,0.9993155373,0,0,0,HBACK,1,M,C,4
4.78,0.9117043121,0,0,0,STNWG,2,F,F,2
1.78,0.9062286105,0,0,0,SEDAN,2,F,C,5
2.44,0.9034907598,0,0,0,SEDAN,1,F,A,4
4.17,0.7337440109,0,0,0,STNWG,2,F,F,2
0.3,0.925393566,0,0,0,HBACK,4,F,A,4
0.95,0.9089664613,0,0,0,SEDAN,4,F,C,4
2.35,0.9034907598,1,1,200,SEDAN,2,M,C,2
1.45,0.5256673511,0,0,0,STNWG,2,F,C,3
1.25,0.0739219713,0,0,0,SEDAN,4,F,C,4
1.43,0.9062286105,0,0,0,SEDAN,3,M,B,2
1.55,0.9117043121,0,0,0,SEDAN,3,M,A,5
2.22,0.0930869268,0,0,0,SEDAN,1,F,C,6
1.05,0.9089664613,0,0,0,HBACK,2,F,A,5
1.92,0.090349076,0,0,0,HDTOP,3,F,C,2
1.7,0.9089664613,0,0,0,SEDAN,2,F,B,3
0.27,0.2245037645,0,0,0,HBACK,4,M,C,2
1.29,0.9089664613,1,1,1753.8899994,SEDAN,3,F,E,6
4.09,0.7501711157,0,0,0,UTE,1,M,E,3
1.53,0.1615331964,0,0,0,STNWG,4,M,E,3
0.73,0.090349076,0,0,0,HBACK,4,M,B,6
1.83,0.7775496235,0,0,0,STNWG,3,F,C,2
1.88,0.090349076,0,0,0,STNWG,4,F,E,4
1.24,0.9089664613,0,0,0,SEDAN,3,M,C,6
0.74,0.2108145106,0,0,0,HBACK,3,M,A,3
3.59,0.090349076,0,0,0,STNWG,2,M,C,3
1.08,0.4161533196,0,0,0,SEDAN,4,M,C,4
1.55,0.0930869268,0,0,0,SEDAN,3,F,C,1
1.26,0.9062286105,0,0,0,HBACK,2,M,C,4
1.85,0.9062286105,0,0,0,HBACK,2,F,C,3
1.48,0.0930869268,0,0,0,HBACK,3,F,B,2
0.34,0.9062286105,0,0,0,HBACK,4,F,A,4
0.84,0.5256673511,0,0,0,STNWG,4,M,A,5
1.73,0.9034907598,0,0,0,SEDAN,2,F,C,5
0.68,0.5256673511,0,0,0,SEDAN,4,F,E,4
0.44,0.2245037645,0,0,0,SEDAN,4,F,C,1
1.33,0.5229295003,0,0,0,HBACK,2,F,C,3
3.02,0.925393566,0,0,0,STNWG,3,F,A,2
1.97,0.2245037645,0,0,0,STNWG,4,M,F,2
1.62,0.5256673511,0,0,0,SEDAN,2,M,D,6
1.65,0.6954140999,1,1,11469.089996,STNWG,4,M,F,1
1.07,0.2245037645,0,0,0,STNWG,4,F,E,3
1.47,0.0958247775,0,0,0,SEDAN,2,M,C,5
1.36,0.2245037645,0,0,0,HBACK,1,M,B,3
1.29,0.925393566,0,0,0,SEDAN,3,M,E,3
0.35,0.2929500342,0,0,0,HBACK,4,F,A,6
1.12,0.925393566,0,0,0,STNWG,4,M,E,3
2.71,0.925393566,0,0,0,STNWG,2,F,C,2
3.37,0.2245037645,0,0,0,SEDAN,2,M,B,6
1.16,0.2245037645,0,0,0,HBACK,2,F,A,1
2.33,0.3066392882,0,0,0,HDTOP,2,M,C,4
1.99,0.9034907598,1,1,200.00001109,STNWG,2,M,B,3
0.31,0.2245037645,0,0,0,SEDAN,4,M,C,6
4.05,0.0985626283,0,0,0,STNWG,2,M,B,2
1.86,0.0739219713,0,0,0,HBACK,2,F,C,2
2.65,0.0958247775,0,0,0,UTE,3,M,E,2
3.19,0.8952772074,0,0,0,STNWG,1,M,F,2
4.79,0.3394934976,0,0,0,STNWG,2,F,C,2
2.03,0.076659822,0,0,0,HBACK,2,F,A,4
2.63,0.925393566,0,0,0,STNWG,4,M,C,2
1.63,0.2217659138,0,0,0,SEDAN,1,F,D,4
1.22,0.2245037645,0,0,0,HBACK,3,F,F,1
1.82,0.2874743326,0,0,0,SEDAN,2,F,B,4
2.68,0.0355920602,0,0,0,SEDAN,1,M,C,2
2.18,0.0027378508,0,0,0,UTE,3,M,C,1
0.73,0.0739219713,0,0,0,HBACK,4,F,A,5
0.95,0.9034907598,0,0,0,SEDAN,4,M,B,5
0.95,0.9034907598,0,0,0,SEDAN,4,F,D,3
1.3,0.3175906913,0,0,0,SEDAN,3,F,B,4
1.38,0.9034907598,0,0,0,SEDAN,2,M,B,6
6.14,0.2162902122,0,0,0,STNWG,2,M,A,2
3.57,0.0958247775,0,0,0,HBACK,2,F,A,2
1.59,0.2217659138,0,0,0,SEDAN,2,F,C,2
0.97,0.2217659138,0,0,0,SEDAN,3,F,C,4
1.3,0.2929500342,0,0,0,SEDAN,3,M,D,4
1.58,0.7446954141,0,0,0,SEDAN,3,M,C,6
1.1,0.2135523614,0,0,0,STNWG,3,F,B,3
1.63,0.2245037645,0,0,0,HBACK,3,F,A,4
3.99,0.5229295003,0,0,0,STNWG,2,F,C,2
0.64,0.848733744,0,0,0,HBACK,4,F,A,4
1.3,0.1560574949,0,0,0,HBACK,2,M,B,5
1.36,0.8980150582,0,0,0,HBACK,2,F,F,4
3.2,0.0958247775,0,0,0,STNWG,2,M,A,3
1.32,0.9034907598,0,0,0,COUPE,3,M,A,3
5.699,0.9993155373,0,0,0,STNWG,1,M,B,2
1.04,0.7173169062,1,1,200,HBACK,2,F,C,4
4.7,0.848733744,0,0,0,STNWG,1,M,F,2
3.22,0.3066392882,0,0,0,UTE,2,M,E,2
4.05,0.2217659138,0,0,0,STNWG,2,M,A,4
1.91,0.3066392882,0,0,0,SEDAN,2,F,A,2
1.46,0.9993155373,0,0,0,SEDAN,2,F,A,4
0.35,0.6242299795,0,0,0,SEDAN,4,M,A,5
1.4,0.8076659822,0,0,0,SEDAN,3,M,A,5
2.9,0.848733744,0,0,0,SEDAN,1,F,E,5
0.71,0.9034907598,0,0,0,HBACK,4,F,B,4
0.31,0.2217659138,0,0,0,SEDAN,4,F,C,2
1.33,0.2217659138,0,0,0,STNWG,4,M,C,3
1.04,0.848733744,0,0,0,HBACK,2,F,C,1
1.22,0.9993155373,0,0,0,HBACK,3,F,A,3
1.95,0.643394935,0,0,0,SEDAN,1,F,C,6
2.46,0.2217659138,0,0,0,SEDAN,1,F,D,4
1.68,0.0958247775,0,0,0,MIBUS,4,F,C,3
1.99,0.1971252567,0,0,0,HBACK,1,M,C,2
0.77,0.9034907598,0,0,0,SEDAN,4,M,A,1
1.3,0.9034907598,0,0,0,HBACK,2,F,B,1
0.82,0.9226557153,0,0,0,SEDAN,4,F,C,4
0.84,0.9034907598,0,0,0,SEDAN,3,F,C,1
3.34,0.3066392882,0,0,0,STNWG,3,M,F,2
0.97,0.848733744,0,0,0,SEDAN,3,M,C,1
1.88,0.9034907598,0,0,0,HBACK,3,M,B,5
1.85,0.900752909,0,0,0,HBACK,2,M,A,3
4.6,0.3559206023,0,0,0,STNWG,2,F,A,3
1.86,0.2217659138,0,0,0,HBACK,1,M,D,3
2.24,0.9034907598,0,0,0,MIBUS,3,F,B,3
1.19,0.1971252567,0,0,0,SEDAN,4,F,A,5
1.07,0.2464065708,0,0,0,SEDAN,3,M,C,4
1.12,0.0109514031,0,0,0,HBACK,2,M,A,3
1.85,0.9226557153,0,0,0,SEDAN,2,M,A,2
0.5,0.2217659138,0,0,0,SEDAN,4,F,A,4
2.52,0.3422313484,0,0,0,STNWG,3,M,E,3
1.63,0.2217659138,0,0,0,HBACK,2,F,C,3
2,0.6406570842,0,0,0,SEDAN,2,F,D,4
1.69,0.2217659138,0,0,0,COUPE,3,F,C,4
4.08,0.2464065708,0,0,0,STNWG,2,F,F,3
3.59,0.9226557153,0,0,0,STNWG,2,M,F,4
1.43,0.2217659138,0,0,0,HBACK,1,M,B,4
2.98,0.0958247775,0,0,0,STNWG,1,F,B,3
0.39,0.2546201232,0,0,0,HBACK,4,F,B,2
2.35,0.2217659138,0,0,0,UTE,2,M,A,1
2.56,0.3367556468,0,0,0,UTE,2,M,C,2
5.44,0.9034907598,0,0,0,COUPE,1,M,A,2
1.63,0.6406570842,1,2,1255.5399971,SEDAN,2,F,A,3
1.2,0.9034907598,0,0,0,SEDAN,4,F,A,3
3.08,0.0273785079,0,0,0,HDTOP,3,F,A,2
3.15,0.1916495551,0,0,0,SEDAN,2,F,A,1
0.68,0.2464065708,0,0,0,SEDAN,4,F,A,1
1.65,0.8432580424,0,0,0,SEDAN,1,M,C,5
