"state","eth","male","age","educ","n"
"AZ","Black",0.5,"30-39","Post-grad",1379
"AZ","Black",0.5,"40-49","No HS",1743
"AZ","Black",0.5,"40-49","HS",5892
"AZ","Black",0.5,"40-49","Some college",8483
"AZ","Black",0.5,"40-49","4-Year College",3045
"AZ","Black",0.5,"40-49","Post-grad",2297
"AZ","Black",0.5,"50-59","No HS",1974
"AZ","Black",0.5,"50-59","HS",4323
"AZ","Black",0.5,"50-59","Some college",6532
"AZ","Black",0.5,"50-59","4-Year College",2491
"AZ","Black",0.5,"50-59","Post-grad",1270
"AZ","Black",0.5,"60-69","No HS",1136
"AZ","Black",0.5,"60-69","HS",2795
"AZ","Black",0.5,"60-69","Some college",5016
"AZ","Black",0.5,"60-69","4-Year College",1882
"AZ","Black",0.5,"60-69","Post-grad",1548
"AZ","Black",0.5,"70+","No HS",1184
"AZ","Black",0.5,"70+","HS",1988
"AZ","Black",0.5,"70+","Some college",2047
"AZ","Black",0.5,"70+","4-Year College",716
"AZ","Black",0.5,"70+","Post-grad",579
"AZ","Other",-0.5,"18-29","No HS",15953
"AZ","Other",-0.5,"18-29","HS",31283
"AZ","Other",-0.5,"18-29","Some college",47807
"AZ","Other",-0.5,"18-29","4-Year College",10876
"AZ","Other",-0.5,"18-29","Post-grad",2572
"AZ","Other",-0.5,"30-39","No HS",9073
"AZ","Other",-0.5,"30-39","HS",15549
"AZ","Other",-0.5,"30-39","Some college",26261
"AZ","Other",-0.5,"30-39","4-Year College",11730
"AZ","Other",-0.5,"30-39","Post-grad",6542
"AZ","Other",-0.5,"40-49","No HS",9359
"AZ","Other",-0.5,"40-49","HS",14606
"AZ","Other",-0.5,"40-49","Some college",20073
"AZ","Other",-0.5,"40-49","4-Year College",9752
"AZ","Other",-0.5,"40-49","Post-grad",6818
"AZ","Other",-0.5,"50-59","No HS",10441
"AZ","Other",-0.5,"50-59","HS",13521
"AZ","Other",-0.5,"50-59","Some college",17213
"AZ","Other",-0.5,"50-59","4-Year College",7413
"AZ","Other",-0.5,"50-59","Post-grad",3939
"AZ","Other",-0.5,"60-69","No HS",9516
"AZ","Other",-0.5,"60-69","HS",9704
"AZ","Other",-0.5,"60-69","Some college",12372
"AZ","Other",-0.5,"60-69","4-Year College",4040
"AZ","Other",-0.5,"60-69","Post-grad",3000
"AZ","Other",-0.5,"70+","No HS",12077
"AZ","Other",-0.5,"70+","HS",6179
"AZ","Other",-0.5,"70+","Some college",5685
"AZ","Other",-0.5,"70+","4-Year College",2294
"AZ","Other",-0.5,"70+","Post-grad",1411
"AZ","Other",0.5,"18-29","No HS",20776
"AZ","Other",0.5,"18-29","HS",41431
"AZ","Other",0.5,"18-29","Some college",41933
"AZ","Other",0.5,"18-29","4-Year College",7734
"AZ","Other",0.5,"18-29","Post-grad",1841
"AZ","Other",0.5,"30-39","No HS",12103
"AZ","Other",0.5,"30-39","HS",19773
"AZ","Other",0.5,"30-39","Some college",22450
"AZ","Other",0.5,"30-39","4-Year College",8570
"AZ","Other",0.5,"30-39","Post-grad",4842
"AZ","Other",0.5,"40-49","No HS",9522
"AZ","Other",0.5,"40-49","HS",16804
"AZ","Other",0.5,"40-49","Some college",18878
"AZ","Other",0.5,"40-49","4-Year College",7934
"AZ","Other",0.5,"40-49","Post-grad",5543
"AZ","Other",0.5,"50-59","No HS",10186
"AZ","Other",0.5,"50-59","HS",14464
"AZ","Other",0.5,"50-59","Some college",12156
"AZ","Other",0.5,"50-59","4-Year College",4695
"AZ","Other",0.5,"50-59","Post-grad",4002
"AZ","Other",0.5,"60-69","No HS",6808
"AZ","Other",0.5,"60-69","HS",7987
"AZ","Other",0.5,"60-69","Some college",9712
"AZ","Other",0.5,"60-69","4-Year College",3768
"AZ","Other",0.5,"60-69","Post-grad",3220
"AZ","Other",0.5,"70+","No HS",7860
"AZ","Other",0.5,"70+","HS",4514
"AZ","Other",0.5,"70+","Some college",3953
"AZ","Other",0.5,"70+","4-Year College",2110
"AZ","Other",0.5,"70+","Post-grad",2291
"AZ","Hispanic",-0.5,"18-29","No HS",19857
"AZ","Hispanic",-0.5,"18-29","HS",40529
"AZ","Hispanic",-0.5,"18-29","Some college",57605
"AZ","Hispanic",-0.5,"18-29","4-Year College",11049
"AZ","Hispanic",-0.5,"18-29","Post-grad",1592
"AZ","Hispanic",-0.5,"30-39","No HS",9953
"AZ","Hispanic",-0.5,"30-39","HS",20099
"AZ","Hispanic",-0.5,"30-39","Some college",30385
"AZ","Hispanic",-0.5,"30-39","4-Year College",11791
"AZ","Hispanic",-0.5,"30-39","Post-grad",4638
"AZ","Hispanic",-0.5,"40-49","No HS",9956
"AZ","Hispanic",-0.5,"40-49","HS",17058
"AZ","Hispanic",-0.5,"40-49","Some college",22789
"AZ","Hispanic",-0.5,"40-49","4-Year College",8247
"AZ","Hispanic",-0.5,"40-49","Post-grad",4328
"AZ","Hispanic",-0.5,"50-59","No HS",12003
"AZ","Hispanic",-0.5,"50-59","HS",15410
"AZ","Hispanic",-0.5,"50-59","Some college",18807
"AZ","Hispanic",-0.5,"50-59","4-Year College",6446
"AZ","Hispanic",-0.5,"50-59","Post-grad",2902
"AZ","Hispanic",-0.5,"60-69","No HS",10770
"AZ","Hispanic",-0.5,"60-69","HS",11987
"AZ","Hispanic",-0.5,"60-69","Some college",11773
"AZ","Hispanic",-0.5,"60-69","4-Year College",2961
"AZ","Hispanic",-0.5,"60-69","Post-grad",2446
"AZ","Hispanic",-0.5,"70+","No HS",14836
"AZ","Hispanic",-0.5,"70+","HS",9822
"AZ","Hispanic",-0.5,"70+","Some college",7165
"AZ","Hispanic",-0.5,"70+","4-Year College",1546
"AZ","Hispanic",-0.5,"70+","Post-grad",1368
"AZ","Hispanic",0.5,"18-29","No HS",27535
"AZ","Hispanic",0.5,"18-29","HS",51152
"AZ","Hispanic",0.5,"18-29","Some college",49760
"AZ","Hispanic",0.5,"18-29","4-Year College",7667
"AZ","Hispanic",0.5,"18-29","Post-grad",1050
"AZ","Hispanic",0.5,"30-39","No HS",14012
"AZ","Hispanic",0.5,"30-39","HS",24303
"AZ","Hispanic",0.5,"30-39","Some college",27080
"AZ","Hispanic",0.5,"30-39","4-Year College",9928
"AZ","Hispanic",0.5,"30-39","Post-grad",3600
"AZ","Hispanic",0.5,"40-49","No HS",12160
"AZ","Hispanic",0.5,"40-49","HS",18914
"AZ","Hispanic",0.5,"40-49","Some college",20439
"AZ","Hispanic",0.5,"40-49","4-Year College",7373
"AZ","Hispanic",0.5,"40-49","Post-grad",3135
"AZ","Hispanic",0.5,"50-59","No HS",12352
"AZ","Hispanic",0.5,"50-59","HS",16037
"AZ","Hispanic",0.5,"50-59","Some college",14977
"AZ","Hispanic",0.5,"50-59","4-Year College",5356
"AZ","Hispanic",0.5,"50-59","Post-grad",2767
"AZ","Hispanic",0.5,"60-69","No HS",8956
"AZ","Hispanic",0.5,"60-69","HS",9037
"AZ","Hispanic",0.5,"60-69","Some college",10882
"AZ","Hispanic",0.5,"60-69","4-Year College",3193
"AZ","Hispanic",0.5,"60-69","Post-grad",2341
"AZ","Hispanic",0.5,"70+","No HS",9202
"AZ","Hispanic",0.5,"70+","HS",6496
"AZ","Hispanic",0.5,"70+","Some college",6556
"AZ","Hispanic",0.5,"70+","4-Year College",1868
"AZ","Hispanic",0.5,"70+","Post-grad",1393
"AR","White",-0.5,"18-29","No HS",13060
"AR","White",-0.5,"18-29","HS",43988
"AR","White",-0.5,"18-29","Some college",71053
"AR","White",-0.5,"18-29","4-Year College",25632
"AR","White",-0.5,"18-29","Post-grad",6423
"AR","White",-0.5,"30-39","No HS",8484
"AR","White",-0.5,"30-39","HS",32045
"AR","White",-0.5,"30-39","Some college",46434
"AR","White",-0.5,"30-39","4-Year College",27473
"AR","White",-0.5,"30-39","Post-grad",14884
"AR","White",-0.5,"40-49","No HS",8234
"AR","White",-0.5,"40-49","HS",38174
"AR","White",-0.5,"40-49","Some college",47335
"AR","White",-0.5,"40-49","4-Year College",25034
"AR","White",-0.5,"40-49","Post-grad",14179
"AR","White",-0.5,"50-59","No HS",14238
"AR","White",-0.5,"50-59","HS",55044
"AR","White",-0.5,"50-59","Some college",48929
"AR","White",-0.5,"50-59","4-Year College",24664
"AR","White",-0.5,"50-59","Post-grad",11941
"AR","White",-0.5,"60-69","No HS",14011
"AR","White",-0.5,"60-69","HS",53933
"AR","White",-0.5,"60-69","Some college",43489
"AR","White",-0.5,"60-69","4-Year College",19386
"AR","White",-0.5,"60-69","Post-grad",12933
"AR","White",-0.5,"70+","No HS",33172
"AR","White",-0.5,"70+","HS",69033
"AR","White",-0.5,"70+","Some college",38752
"AR","White",-0.5,"70+","4-Year College",12561
"AR","White",-0.5,"70+","Post-grad",10133
"AR","White",0.5,"18-29","No HS",17708
"AR","White",0.5,"18-29","HS",59267
"AR","White",0.5,"18-29","Some college",65623
"AR","White",0.5,"18-29","4-Year College",17774
"AR","White",0.5,"18-29","Post-grad",3470
"AR","White",0.5,"30-39","No HS",10188
"AR","White",0.5,"30-39","HS",48073
"AR","White",0.5,"30-39","Some college",38640
"AR","White",0.5,"30-39","4-Year College",23679
"AR","White",0.5,"30-39","Post-grad",9777
"AR","White",0.5,"40-49","No HS",13233
"AR","White",0.5,"40-49","HS",47799
"AR","White",0.5,"40-49","Some college",40040
"AR","White",0.5,"40-49","4-Year College",21486
"AR","White",0.5,"40-49","Post-grad",10303
"AR","White",0.5,"50-59","No HS",21266
"AR","White",0.5,"50-59","HS",58217
"AR","White",0.5,"50-59","Some college",39559
"AR","White",0.5,"50-59","4-Year College",19307
"AR","White",0.5,"50-59","Post-grad",10071
"AR","White",0.5,"60-69","No HS",16470
"AR","White",0.5,"60-69","HS",45900
"AR","White",0.5,"60-69","Some college",38276
"AR","White",0.5,"60-69","4-Year College",20184
"AR","White",0.5,"60-69","Post-grad",14183
"AR","White",0.5,"70+","No HS",22954
"AR","White",0.5,"70+","HS",41670
"AR","White",0.5,"70+","Some college",29918
"AR","White",0.5,"70+","4-Year College",16008
"AR","White",0.5,"70+","Post-grad",12845
"AR","Black",-0.5,"18-29","No HS",5255
"AR","Black",-0.5,"18-29","HS",14808
"AR","Black",-0.5,"18-29","Some college",20701
"AR","Black",-0.5,"18-29","4-Year College",3043
"AR","Black",-0.5,"18-29","Post-grad",713
"AR","Black",-0.5,"30-39","No HS",3202
"AR","Black",-0.5,"30-39","HS",7991
"AR","Black",-0.5,"30-39","Some college",13733
"AR","Black",-0.5,"30-39","4-Year College",4692
"AR","Black",-0.5,"30-39","Post-grad",1746
"AR","Black",-0.5,"40-49","No HS",2586
"AR","Black",-0.5,"40-49","HS",9136
"AR","Black",-0.5,"40-49","Some college",10744
"AR","Black",-0.5,"40-49","4-Year College",4038
"AR","Black",-0.5,"40-49","Post-grad",3049
"AR","Black",-0.5,"50-59","No HS",5159
"AR","Black",-0.5,"50-59","HS",10019
"AR","Black",-0.5,"50-59","Some college",11110
"AR","Black",-0.5,"50-59","4-Year College",3511
"AR","Black",-0.5,"50-59","Post-grad",1505
"AR","Black",-0.5,"60-69","No HS",4714
"AR","Black",-0.5,"60-69","HS",7661
"AR","Black",-0.5,"60-69","Some college",6846
"AR","Black",-0.5,"60-69","4-Year College",2355
"AR","Black",-0.5,"60-69","Post-grad",1795
"AR","Black",-0.5,"70+","No HS",7263
"AR","Black",-0.5,"70+","HS",6068
"AR","Black",-0.5,"70+","Some college",2477
"AR","Black",-0.5,"70+","4-Year College",1000
"AR","Black",-0.5,"70+","Post-grad",819
"AR","Black",0.5,"18-29","No HS",6959
"AR","Black",0.5,"18-29","HS",17489
"AR","Black",0.5,"18-29","Some college",16404
"AR","Black",0.5,"18-29","4-Year College",1688
"AR","Black",0.5,"18-29","Post-grad",451
"AR","Black",0.5,"30-39","No HS",4023
"AR","Black",0.5,"30-39","HS",11338
"AR","Black",0.5,"30-39","Some college",9052
"AR","Black",0.5,"30-39","4-Year College",2944
"AR","Black",0.5,"30-39","Post-grad",842
"AR","Black",0.5,"40-49","No HS",2764
"AR","Black",0.5,"40-49","HS",12148
"AR","Black",0.5,"40-49","Some college",7533
"AR","Black",0.5,"40-49","4-Year College",2015
"AR","Black",0.5,"40-49","Post-grad",830
"AR","Black",0.5,"50-59","No HS",4616
"AR","Black",0.5,"50-59","HS",12951
"AR","Black",0.5,"50-59","Some college",6205
"AR","Black",0.5,"50-59","4-Year College",1698
"AR","Black",0.5,"50-59","Post-grad",731
"AR","Black",0.5,"60-69","No HS",4124
"AR","Black",0.5,"60-69","HS",8377
"AR","Black",0.5,"60-69","Some college",4973
"AR","Black",0.5,"60-69","4-Year College",1833
"AR","Black",0.5,"60-69","Post-grad",617
"AR","Black",0.5,"70+","No HS",4681
"AR","Black",0.5,"70+","HS",3302
"AR","Black",0.5,"70+","Some college",1977
"AR","Black",0.5,"70+","4-Year College",1108
"AR","Black",0.5,"70+","Post-grad",544
"AR","Other",-0.5,"18-29","No HS",1936
"AR","Other",-0.5,"18-29","HS",4099
"AR","Other",-0.5,"18-29","Some college",7390
"AR","Other",-0.5,"18-29","4-Year College",1543
"AR","Other",-0.5,"18-29","Post-grad",403
"AR","Other",-0.5,"30-39","No HS",988
"AR","Other",-0.5,"30-39","HS",2715
"AR","Other",-0.5,"30-39","Some college",3196
"AR","Other",-0.5,"30-39","4-Year College",1554
"AR","Other",-0.5,"30-39","Post-grad",1077
"AR","Other",-0.5,"40-49","No HS",1196
"AR","Other",-0.5,"40-49","HS",2117
"AR","Other",-0.5,"40-49","Some college",2173
"AR","Other",-0.5,"40-49","4-Year College",1204
"AR","Other",-0.5,"40-49","Post-grad",1256
"AR","Other",-0.5,"50-59","No HS",1524
"AR","Other",-0.5,"50-59","HS",1811
"AR","Other",-0.5,"50-59","Some college",2833
"AR","Other",-0.5,"50-59","4-Year College",848
"AR","Other",-0.5,"50-59","Post-grad",530
"AR","Other",-0.5,"60-69","No HS",1222
"AR","Other",-0.5,"60-69","HS",1635
"AR","Other",-0.5,"60-69","Some college",1620
"AR","Other",-0.5,"60-69","4-Year College",371
"AR","Other",-0.5,"60-69","Post-grad",465
"AR","Other",-0.5,"70+","No HS",1431
"AR","Other",-0.5,"70+","HS",1298
"AR","Other",-0.5,"70+","Some college",1010
"AR","Other",-0.5,"70+","4-Year College",214
"AR","Other",-0.5,"70+","Post-grad",224
"AR","Other",0.5,"18-29","No HS",2108
"AR","Other",0.5,"18-29","HS",5998
"AR","Other",0.5,"18-29","Some college",6462
"AR","Other",0.5,"18-29","4-Year College",1798
"AR","Other",0.5,"18-29","Post-grad",414
"AR","Other",0.5,"30-39","No HS",1070
"AR","Other",0.5,"30-39","HS",2916
"AR","Other",0.5,"30-39","Some college",2541
"AR","Other",0.5,"30-39","4-Year College",1278
"AR","Other",0.5,"30-39","Post-grad",766
"AR","Other",0.5,"40-49","No HS",2251
"AR","Other",0.5,"40-49","HS",1930
"AR","Other",0.5,"40-49","Some college",1718
"AR","Other",0.5,"40-49","4-Year College",1032
"AR","Other",0.5,"40-49","Post-grad",1066
"AR","Other",0.5,"50-59","No HS",2295
"AR","Other",0.5,"50-59","HS",2376
"AR","Other",0.5,"50-59","Some college",2143
"AR","Other",0.5,"50-59","4-Year College",1036
"AR","Other",0.5,"50-59","Post-grad",562
"AR","Other",0.5,"60-69","No HS",1053
"AR","Other",0.5,"60-69","HS",1511
"AR","Other",0.5,"60-69","Some college",1528
"AR","Other",0.5,"60-69","4-Year College",455
"AR","Other",0.5,"60-69","Post-grad",499
"AR","Other",0.5,"70+","No HS",1052
"AR","Other",0.5,"70+","HS",747
"AR","Other",0.5,"70+","Some college",764
"AR","Other",0.5,"70+","4-Year College",138
"AR","Other",0.5,"70+","Post-grad",250
"AR","Hispanic",-0.5,"18-29","No HS",1324
"AR","Hispanic",-0.5,"18-29","HS",2950
"AR","Hispanic",-0.5,"18-29","Some college",3590
"AR","Hispanic",-0.5,"18-29","4-Year College",797
"AR","Hispanic",-0.5,"18-29","Post-grad",21
"AR","Hispanic",-0.5,"30-39","No HS",872
"AR","Hispanic",-0.5,"30-39","HS",1673
"AR","Hispanic",-0.5,"30-39","Some college",1469
"AR","Hispanic",-0.5,"30-39","4-Year College",670
"AR","Hispanic",-0.5,"30-39","Post-grad",137
"AR","Hispanic",-0.5,"40-49","No HS",729
"AR","Hispanic",-0.5,"40-49","HS",953
"AR","Hispanic",-0.5,"40-49","Some college",905
"AR","Hispanic",-0.5,"40-49","4-Year College",578
"AR","Hispanic",-0.5,"40-49","Post-grad",226
"AR","Hispanic",-0.5,"50-59","No HS",524
"AR","Hispanic",-0.5,"50-59","HS",658
"AR","Hispanic",-0.5,"50-59","Some college",772
"AR","Hispanic",-0.5,"50-59","4-Year College",572
"AR","Hispanic",-0.5,"50-59","Post-grad",237
"AR","Hispanic",-0.5,"60-69","No HS",539
"AR","Hispanic",-0.5,"60-69","HS",230
"AR","Hispanic",-0.5,"60-69","Some college",438
"AR","Hispanic",-0.5,"60-69","4-Year College",266
"AR","Hispanic",-0.5,"60-69","Post-grad",67
"AR","Hispanic",-0.5,"70+","No HS",366
"AR","Hispanic",-0.5,"70+","HS",318
"AR","Hispanic",-0.5,"70+","Some college",443
"AR","Hispanic",-0.5,"70+","4-Year College",142
"AR","Hispanic",-0.5,"70+","Post-grad",36
"AR","Hispanic",0.5,"18-29","No HS",1275
"AR","Hispanic",0.5,"18-29","HS",3960
"AR","Hispanic",0.5,"18-29","Some college",2908
"AR","Hispanic",0.5,"18-29","4-Year College",586
"AR","Hispanic",0.5,"18-29","Post-grad",64
"AR","Hispanic",0.5,"30-39","No HS",1041
"AR","Hispanic",0.5,"30-39","HS",1686
"AR","Hispanic",0.5,"30-39","Some college",893
"AR","Hispanic",0.5,"30-39","4-Year College",535
"AR","Hispanic",0.5,"30-39","Post-grad",184
"AR","Hispanic",0.5,"40-49","No HS",955
"AR","Hispanic",0.5,"40-49","HS",880
"AR","Hispanic",0.5,"40-49","Some college",598
"AR","Hispanic",0.5,"40-49","4-Year College",192
"AR","Hispanic",0.5,"40-49","Post-grad",302
"AR","Hispanic",0.5,"50-59","No HS",618
"AR","Hispanic",0.5,"50-59","HS",798
"AR","Hispanic",0.5,"50-59","Some college",524
"AR","Hispanic",0.5,"50-59","4-Year College",278
"AR","Hispanic",0.5,"50-59","Post-grad",209
"AR","Hispanic",0.5,"60-69","No HS",410
"AR","Hispanic",0.5,"60-69","HS",423
"AR","Hispanic",0.5,"60-69","Some college",503
"AR","Hispanic",0.5,"60-69","4-Year College",112
"AR","Hispanic",0.5,"60-69","Post-grad",173
"AR","Hispanic",0.5,"70+","No HS",359
"AR","Hispanic",0.5,"70+","HS",390
"AR","Hispanic",0.5,"70+","Some college",207
"AR","Hispanic",0.5,"70+","4-Year College",110
"AR","Hispanic",0.5,"70+","Post-grad",14
"CA","White",-0.5,"18-29","No HS",49454
"CA","White",-0.5,"18-29","HS",182828
"CA","White",-0.5,"18-29","Some college",415499
"CA","White",-0.5,"18-29","4-Year College",260783
"CA","White",-0.5,"18-29","Post-grad",60926
"CA","White",-0.5,"30-39","No HS",26138
"CA","White",-0.5,"30-39","HS",105240
"CA","White",-0.5,"30-39","Some college",263626
"CA","White",-0.5,"30-39","4-Year College",273585
"CA","White",-0.5,"30-39","Post-grad",174652
"CA","White",-0.5,"40-49","No HS",29746
"CA","White",-0.5,"40-49","HS",123239
"CA","White",-0.5,"40-49","Some college",274128
"CA","White",-0.5,"40-49","4-Year College",247144
"CA","White",-0.5,"40-49","Post-grad",173406
"CA","White",-0.5,"50-59","No HS",47175
"CA","White",-0.5,"50-59","HS",206432
"CA","White",-0.5,"50-59","Some college",421967
"CA","White",-0.5,"50-59","4-Year College",273899
"CA","White",-0.5,"50-59","Post-grad",168616
"CA","White",-0.5,"60-69","No HS",41827
"CA","White",-0.5,"60-69","HS",198142
"CA","White",-0.5,"60-69","Some college",407283
"CA","White",-0.5,"60-69","4-Year College",232906
"CA","White",-0.5,"60-69","Post-grad",183945
"CA","White",-0.5,"70+","No HS",106451
"CA","White",-0.5,"70+","HS",320334
"CA","White",-0.5,"70+","Some college",381829
"CA","White",-0.5,"70+","4-Year College",194408
"CA","White",-0.5,"70+","Post-grad",140508
"CA","White",0.5,"18-29","No HS",72713
"CA","White",0.5,"18-29","HS",278994
"CA","White",0.5,"18-29","Some college",439556
"CA","White",0.5,"18-29","4-Year College",229290
"CA","White",0.5,"18-29","Post-grad",41179
"CA","White",0.5,"30-39","No HS",42382
"CA","White",0.5,"30-39","HS",162319
"CA","White",0.5,"30-39","Some college",289022
"CA","White",0.5,"30-39","4-Year College",277790
"CA","White",0.5,"30-39","Post-grad",141835
"CA","White",0.5,"40-49","No HS",44340
"CA","White",0.5,"40-49","HS",160168
"CA","White",0.5,"40-49","Some college",276989
"CA","White",0.5,"40-49","4-Year College",251729
"CA","White",0.5,"40-49","Post-grad",155834
"CA","White",0.5,"50-59","No HS",64886
"CA","White",0.5,"50-59","HS",234997
"CA","White",0.5,"50-59","Some college",371836
"CA","White",0.5,"50-59","4-Year College",275763
"CA","White",0.5,"50-59","Post-grad",178875
"CA","White",0.5,"60-69","No HS",41260
"CA","White",0.5,"60-69","HS",168767
"CA","White",0.5,"60-69","Some college",353322
"CA","White",0.5,"60-69","4-Year College",246997
"CA","White",0.5,"60-69","Post-grad",208063
"CA","White",0.5,"70+","No HS",65711
"CA","White",0.5,"70+","HS",167247
"CA","White",0.5,"70+","Some college",265049
"CA","White",0.5,"70+","4-Year College",195622
"CA","White",0.5,"70+","Post-grad",207151
"CA","Black",-0.5,"18-29","No HS",19375
"CA","Black",-0.5,"18-29","HS",52059
"CA","Black",-0.5,"18-29","Some college",96876
"CA","Black",-0.5,"18-29","4-Year College",27694
"CA","Black",-0.5,"18-29","Post-grad",4895
"CA","Black",-0.5,"30-39","No HS",9604
"CA","Black",-0.5,"30-39","HS",30582
"CA","Black",-0.5,"30-39","Some college",59131
"CA","Black",-0.5,"30-39","4-Year College",26886
"CA","Black",-0.5,"30-39","Post-grad",16511
"CA","Black",-0.5,"40-49","No HS",10497
"CA","Black",-0.5,"40-49","HS",30629
"CA","Black",-0.5,"40-49","Some college",61093
"CA","Black",-0.5,"40-49","4-Year College",23022
"CA","Black",-0.5,"40-49","Post-grad",18040
"CA","Black",-0.5,"50-59","No HS",12251
"CA","Black",-0.5,"50-59","HS",33932
"CA","Black",-0.5,"50-59","Some college",68036
"CA","Black",-0.5,"50-59","4-Year College",24973
"CA","Black",-0.5,"50-59","Post-grad",16552
"CA","Black",-0.5,"60-69","No HS",10398
"CA","Black",-0.5,"60-69","HS",26231
"CA","Black",-0.5,"60-69","Some college",56732
"CA","Black",-0.5,"60-69","4-Year College",16940
"CA","Black",-0.5,"60-69","Post-grad",12961
"CA","Black",-0.5,"70+","No HS",18612
"CA","Black",-0.5,"70+","HS",28150
"CA","Black",-0.5,"70+","Some college",36916
"CA","Black",-0.5,"70+","4-Year College",10908
"CA","Black",-0.5,"70+","Post-grad",8604
"CA","Black",0.5,"18-29","No HS",28859
"CA","Black",0.5,"18-29","HS",73631
"CA","Black",0.5,"18-29","Some college",97457
"CA","Black",0.5,"18-29","4-Year College",20001
"CA","Black",0.5,"18-29","Post-grad",2884
"CA","Black",0.5,"30-39","No HS",15671
"CA","Black",0.5,"30-39","HS",38435
"CA","Black",0.5,"30-39","Some college",58859
"CA","Black",0.5,"30-39","4-Year College",25674
"CA","Black",0.5,"30-39","Post-grad",9080
"CA","Black",0.5,"40-49","No HS",13675
"CA","Black",0.5,"40-49","HS",35406
"CA","Black",0.5,"40-49","Some college",52346
